#1
double t_data(1345,16)	#t	S.O2	S.I	S.S	S.NH	S.N2	S.NO	S.ALK	X.I	X.S	X.H	X.A	X.STO	X.SS	d1$S.P	Q
2.71875	0	30	59.54469	26.68548	0	0	7	47.53	219.462	29.666	0	0	222.4935	8.115	18029
2.729166667	0	30	58.34064	26.57068	0	0	7	46.263	216.778	29.227	0	0	219.201	7.992	17772
2.739583333	0	30	57.33857	26.62286	0	0	7	46.093	212.061	28.684	0	0	215.1285	7.895	18093
2.75	0	30	58.6902	27.4647	0	0	7	45.193	206.595	27.976	0	0	209.823	8.056	18205
2.760416667	0	30	60.46908	28.33436	0	0	7	44.76	204.573	27.704	0	0	207.77775	8.268	18209
2.770833333	0	30	63.25004	29.26664	0	0	7	44.379	203.012	27.488	0	0	206.15925	8.571	18193
2.78125	0	30	62.37225	30.63027	0	0	7	52.753	192.888	27.293	0	0	204.7005	8.605	22437
2.791666667	0	30	62.21689	30.58853	0	0	7	51.204	192.862	27.118	0	0	203.388	8.583	21842
2.802083333	0	30	62.01492	28.16043	0	0	7	52.676	203.001	28.409	0	0	213.0645	8.405	21390
2.8125	0	30	66.41162	29.79539	0	0	7	55	207.353	29.15	0	0	218.62725	8.93	21824
2.822916667	0	30	67.18843	29.82322	0	0	7	48.263	218.184	29.605	0	0	222.039	9.012	18403
2.833333333	0	30	68.47015	30.30328	0	0	7	53.015	218.421	30.16	0	0	226.197	9.176	20104
2.84375	0	30	71.88808	32.13305	0	0	7	59.006	205.953	29.44	0	0	220.79925	9.591	23390
2.854166667	0	30	75.64392	33.77149	0	0	7	55.828	210.192	29.558	0	0	221.6835	10.044	21850
2.864583333	0	30	77.44222	34.30373	0	0	7	58.757	218.258	30.779	0	0	230.8455	10.276	22120
2.875	0	30	80.08335	35.63953	0	0	7	57.197	223.126	31.147	0	0	233.6025	10.619	21151
2.885416667	0	30	82.60408	36.06393	0	0	7	51.896	232.263	31.573	0	0	236.799	10.878	18582
2.895833333	0	30	83.83531	35.93174	0	0	7	67.948	216.367	31.59	0	0	236.92875	10.97	25345
2.90625	0	30	84.21983	35.45168	0	0	7	61.492	215.122	30.735	0	0	230.51175	10.935	23343
2.916666667	0	30	83.377	35.69519	0	0	7	62.695	229.984	32.52	0	0	243.89925	10.941	22372
2.927083333	0	30	81.99584	35.62561	0	0	7	62.182	235.595	33.086	0	0	248.14725	10.838	21725
2.9375	0	30	80.14161	35.37863	0	0	7	50.88	248.174	33.228	0	0	249.2115	10.668	17083
2.947916667	0	30	77.75294	34.9438	0	0	7	70.384	228.05	33.159	0	0	248.69475	10.43	24968
2.958333333	0	30	75.6245	34.14371	0	0	7	61.074	222.19	31.474	0	0	236.0535	10.133	22540
2.96875	0	30	71.87255	32.70355	0	0	7	66.215	231.641	33.095	0	0	248.21325	9.751	23343
2.979166667	0	30	69.45669	31.46515	0	0	7	62.664	237.269	33.326	0	0	249.94425	9.454	21738
2.989583333	0	30	67.49915	30.68245	0	0	7	57.742	246.671	33.824	0	0	253.67775	9.241	19429
3	0	30	63.63455	30.24762	0	0	7	53.606	249.128	33.637	0	0	252.27825	8.877	17915
3.010416667	0	30	61.67313	30.21283	0	0	7	52.713	241.638	32.706	0	0	245.29275	8.682	18156
3.020833333	0	30	61.71973	31.04771	0	0	7	51.718	231.743	31.496	0	0	236.21775	8.717	18561
3.03125	0	30	62.16018	31.67387	0	0	7	59.919	216.138	30.673	0	0	230.0475	8.78	22713
3.041666667	0	30	64.57526	33.15925	0	0	7	55.851	215.491	30.149	0	0	226.11825	9.089	21366
3.052083333	0	30	67.84871	35.11773	0	0	7	60.593	219.829	31.158	0	0	233.685	9.557	22596
3.0625	0	30	72.14054	37.86587	0	0	7	60.637	221.552	31.354	0	0	235.15725	10.149	22452
3.072916667	0	30	72.47069	37.86587	0	0	7	43.559	243.955	31.946	0	0	239.595	10.196	14847
3.083333333	0	30	69.7643	36.8501	0	0	7	44.552	246.537	32.343	0	0	242.574	9.898	15033
3.09375	0	30	67.49915	36.47441	0	0	7	41.327	228.366	29.966	0	0	224.74425	9.603	15055
3.104166667	0	30	62.83833	34.38721	0	0	7	37.909	217.234	28.349	0	0	212.619	8.99	14496
3.114583333	0	30	62.24019	34.67942	0	0	7	35.348	208.576	27.103	0	0	203.27025	8.926	14056
3.125	0	30	53.74197	32.06695	0	0	7	30.444	202.577	25.891	0	0	194.184	7.962	12345
3.135416667	0	30	54.44886	29.89975	0	0	7	29.098	193.631	24.748	0	0	185.60775	7.804	12344
3.145833333	0	30	50.06769	27.06813	0	0	7	25.807	186.192	23.555	0	0	176.6655	7.166	11274
3.15625	0	30	46.35457	24.70265	0	0	7	23.885	176.341	22.247	0	0	166.85475	6.618	10981
3.166666667	0	30	44.35819	23.38772	0	0	7	21.528	165.922	20.828	0	0	156.2085	6.298	10448
3.177083333	0	30	42.57931	22.19802	0	0	7	19.577	156.614	19.577	0	0	146.826	6.011	10000
3.1875	0	30	40.00033	20.31607	0	0	7	20.004	145.276	18.365	0	0	137.73375	5.602	11190
3.197916667	0	30	40.38873	20.54218	0	0	7	17.743	137.154	17.211	0	0	129.081	5.617	10412
3.208333333	0	30	40.77713	20.71611	0	0	7	17.76	131.73	16.61	0	0	124.575	5.645	10923
3.21875	0	30	40.46641	20.7509	0	0	7	17.22	125.139	15.818	0	0	118.63275	5.597	11182
3.229166667	0	30	40.83539	20.66393	0	0	7	17.181	120.453	15.293	0	0	114.69525	5.604	11646
3.239583333	0	30	40.46641	20.61175	0	0	7	16.549	117.53	14.898	0	0	111.73275	5.557	11478
3.25	0	30	40.50525	20.54218	0	0	7	16.885	115.181	14.674	0	0	110.055	5.547	12009
3.260416667	0	30	40.52467	20.43782	0	0	7	17.043	112.621	14.407	0	0	108.05325	5.532	12439
3.270833333	0	30	40.31105	20.40303	0	0	7	15.747	113.177	14.325	0	0	107.43675	5.508	11323
3.28125	0	30	40.11685	20.15953	0	0	7	15.837	113.417	14.362	0	0	107.712	5.473	11370
3.291666667	0	30	40.04693	20.02734	0	0	7	16.136	110.334	14.052	0	0	105.3915	5.446	11977
3.302083333	0	30	40.34212	19.99951	0	0	7	16.203	108.188	13.821	0	0	103.659	5.461	12298
3.3125	0	30	40.58293	20.10039	0	0	7	15.275	108.974	13.805	0	0	103.5405	5.489	11419
3.322916667	0	30	40.89365	20.40303	0	0	7	15.563	109.293	13.873	0	0	104.04675	5.543	11624
3.333333333	0	30	41.16553	20.82047	0	0	7	15.364	107.634	13.666	0	0	102.498	5.594	11656
3.34375	0	30	41.86465	21.16834	0	0	7	14.998	107.09	13.565	0	0	101.73975	5.678	11409
3.354166667	0	30	42.42395	21.6136	0	0	7	16.225	105.178	13.489	0	0	101.169	5.759	12704
3.364583333	0	30	43.94649	22.1354	0	0	7	15.579	104.595	13.353	0	0	100.14525	5.925	12223
3.375	0	30	48.77431	24.68178	0	0	7	15.732	106.783	13.613	0	0	102.096	6.548	12076
3.385416667	0	30	59.88648	29.65625	0	0	7	18.841	104.21	13.672	0	0	102.54225	7.89	15040
3.395833333	0	30	71.46084	34.24807	0	0	7	26.206	96.946	13.684	0	0	102.627	9.238	22202
3.40625	0	30	80.00567	37.93544	0	0	7	28.69	102.308	14.555	0	0	109.16475	10.284	22948
3.416666667	0	30	94.90087	43.39692	0	0	7	35.464	120.515	17.331	0	0	129.9825	12.068	23950
3.427083333	0	30	105.7761	46.61468	0	0	7	44.11	134.429	19.838	0	0	148.78275	13.321	26314
3.4375	0	30	115.2104	49.24802	0	0	7	53.221	147.737	22.329	0	0	167.46525	14.404	28447
3.447916667	0	30	120.011	49.99941	0	0	7	64.483	162.997	25.276	0	0	189.567	14.959	30682
3.458333333	0	30	118.9701	49.24802	0	0	7	73.324	183.51	28.537	0	0	214.02825	14.912	30926
3.46875	0	30	112.1109	45.74154	0	0	7	81.984	206.917	32.1	0	0	240.75075	14.16	30720
3.479166667	0	30	102.4553	40.85751	0	0	7	89.945	226.854	35.2	0	0	263.99925	13.045	30737
3.489583333	0	30	94.81153	39.03469	0	0	7	95.892	243.816	37.745	0	0	283.08975	12.336	30540
3.5	0	30	88.37961	36.8501	0	0	7	99.092	259.905	39.889	0	0	299.1645	11.685	29790
3.510416667	0	30	81.2874	34.24807	0	0	7	91.864	282.498	41.596	0	0	311.9685	10.931	26113
3.520833333	0	30	75.7721	32.16088	0	0	7	90.745	293.814	42.729	0	0	320.466	10.333	24983
3.53125	0	30	70.37332	30.77985	0	0	7	87.796	292.784	42.287	0	0	317.15025	9.754	24349
3.541666667	0	30	68.27595	29.79539	0	0	7	85.342	289.613	41.662	0	0	312.46275	9.478	23979
3.552083333	0	30	67.03307	29.23881	0	0	7	83.021	286.076	41.011	0	0	307.581	9.307	23658
3.5625	0	30	66.76507	28.52221	0	0	7	76.963	286.623	40.398	0	0	302.988	9.206	22068
3.572916667	0	30	67.07967	27.95867	0	0	7	81.991	276.304	39.81	0	0	298.57875	9.167	24127
3.583333333	0	30	68.08952	28.12564	0	0	7	77.522	271.172	38.744	0	0	290.5785	9.232	23345
3.59375	0	30	68.72261	27.55166	0	0	7	75.328	273.301	38.737	0	0	290.5245	9.236	22595
3.604166667	0	30	68.31479	27.4647	0	0	7	71.669	273.539	38.356	0	0	287.673	9.183	21580
3.614583333	0	30	65.16874	26.45589	0	0	7	69.572	270.336	37.768	0	0	283.257	8.819	21228
3.625	0	30	61.64516	26.1776	0	0	7	67.999	264.377	36.931	0	0	276.98025	8.476	21217
3.635416667	0	30	59.76219	26.28891	0	0	7	64.969	260.463	36.159	0	0	271.19325	8.304	20623
3.645833333	0	30	58.94655	26.78984	0	0	7	64.462	255.433	35.544	0	0	266.57925	8.258	20848
3.65625	0	30	59.38933	27.29076	0	0	7	61.534	251.812	34.816	0	0	261.1215	8.314	20232
3.666666667	0	30	60.21274	27.12379	0	0	7	59.776	249.066	34.316	0	0	257.3685	8.353	19893
3.677083333	0	30	62.42662	27.42295	0	0	7	57.614	245.352	33.663	0	0	252.47175	8.542	19487
3.6875	0	30	65.86786	28.33436	0	0	7	54.847	242.258	33.012	0	0	247.58775	8.884	18819
3.697916667	0	30	65.61928	28.2787	0	0	7	52.804	238.209	32.335	0	0	242.511	8.838	18441
3.708333333	0	30	64.00353	27.7082	0	0	7	50.581	233.33	31.546	0	0	236.59275	8.631	18045
3.71875	0	30	59.54469	26.68548	0	0	7	48.934	228.081	30.779	0	0	230.8455	8.15	17864
3.729166667	0	30	58.34064	26.57068	0	0	7	47.524	222.649	30.019	0	0	225.144	8.016	17775
3.739583333	0	30	57.33857	26.62286	0	0	7	48.28	215.766	29.338	0	0	220.038	7.916	18608
3.75	0	30	58.6902	27.4647	0	0	7	54.202	204.504	28.745	0	0	215.58825	8.08	21808
3.760416667	0	30	60.46908	28.33436	0	0	7	52.02	204.842	28.54	0	0	214.0515	8.294	20969
3.770833333	0	30	63.25004	29.26664	0	0	7	54.964	210.002	29.441	0	0	220.80525	8.632	21559
3.78125	0	30	62.37225	30.63027	0	0	7	53.349	214.606	29.773	0	0	223.296	8.683	20558
3.791666667	0	30	62.21689	30.58853	0	0	7	51.372	220.872	30.249	0	0	226.86975	8.681	19310
3.802083333	0	30	62.01492	28.16043	0	0	7	46.279	226.263	30.282	0	0	227.118	8.463	17043
3.8125	0	30	66.41162	29.79539	0	0	7	47.586	221.619	29.912	0	0	224.33775	8.954	17878
3.822916667	0	30	67.18843	29.82322	0	0	7	53.465	206.36	28.869	0	0	216.5205	8.989	21360
3.833333333	0	30	68.47015	30.30328	0	0	7	55.312	200.273	28.398	0	0	212.98725	9.121	22636
3.84375	0	30	71.88808	32.13305	0	0	7	56.701	206.252	29.217	0	0	219.1275	9.584	22542
3.854166667	0	30	75.64392	33.77149	0	0	7	62.45	209.482	30.215	0	0	226.61025	10.065	24225
3.864583333	0	30	77.44222	34.30373	0	0	7	56.243	222.178	30.936	0	0	232.01775	10.281	20907
3.875	0	30	80.08335	35.63953	0	0	7	53.334	235.703	32.115	0	0	240.864	10.65	18809
3.885416667	0	30	82.60408	36.06393	0	0	7	57.161	229.728	31.876	0	0	239.07375	10.888	20576
3.895833333	0	30	83.83531	35.93174	0	0	7	67.549	211.833	31.042	0	0	232.818	10.953	25680
3.90625	0	30	84.21983	35.45168	0	0	7	62.452	217.42	31.097	0	0	233.22675	10.947	23444
3.916666667	0	30	83.377	35.69519	0	0	7	65.365	230.94	32.923	0	0	246.921	10.954	23139
3.927083333	0	30	81.99584	35.62561	0	0	7	67.453	233.627	33.453	0	0	250.89975	10.85	23551
3.9375	0	30	80.14161	35.37863	0	0	7	61.449	242.897	33.816	0	0	253.6215	10.686	20895
3.947916667	0	30	77.75294	34.9438	0	0	7	75.558	233.074	34.292	0	0	257.193	10.466	26044
3.958333333	0	30	75.6245	34.14371	0	0	7	71.227	232.265	33.721	0	0	252.90975	10.204	24830
3.96875	0	30	71.87255	32.70355	0	0	7	72.124	244.907	35.226	0	0	264.19275	9.818	23966
3.979166667	0	30	69.45669	31.46515	0	0	7	71.669	251.107	35.864	0	0	268.98	9.534	23311
3.989583333	0	30	67.49915	30.68245	0	0	7	70.113	254.617	36.081	0	0	270.60825	9.312	22576
4	0	30	63.63455	30.24762	0	0	7	64.213	260.313	36.058	0	0	270.438	8.953	20411
4.010416667	0	30	61.67313	30.21283	0	0	7	63.759	258.515	35.808	0	0	268.5615	8.779	20408
4.020833333	0	30	61.71973	31.04771	0	0	7	50.747	226.695	30.827	0	0	231.20175	8.696	18616
4.03125	0	30	62.16018	31.67387	0	0	7	49.249	223.186	30.27	0	0	227.02875	8.768	18359
4.041666667	0	30	64.57526	33.15925	0	0	7	47.64	219.83	29.719	0	0	222.89175	9.076	18040
4.052083333	0	30	67.84871	35.11773	0	0	7	45.3	216.234	29.059	0	0	217.94475	9.491	17452
4.0625	0	30	72.14054	37.86587	0	0	7	45.332	221.752	29.676	0	0	222.57	10.097	17034
4.072916667	0	30	72.47069	37.86587	0	0	7	42.503	214.915	28.602	0	0	214.515	10.091	16480
4.083333333	0	30	69.7643	36.8501	0	0	7	39.498	208.51	27.556	0	0	206.673	9.748	15778
4.09375	0	30	67.49915	36.47441	0	0	7	38.551	202.435	26.776	0	0	200.8215	9.503	15863
4.104166667	0	30	62.83833	34.38721	0	0	7	37.064	197.399	26.051	0	0	195.3855	8.918	15636
4.114583333	0	30	62.24019	34.67942	0	0	7	32.891	191.627	24.946	0	0	187.098	8.858	14246
4.125	0	30	53.74197	32.06695	0	0	7	29.455	183.887	23.705	0	0	177.78525	7.893	13234
4.135416667	0	30	54.44886	29.89975	0	0	7	26.684	175.389	22.453	0	0	168.3945	7.732	12513
4.145833333	0	30	50.06769	27.06813	0	0	7	24.333	166.781	21.235	0	0	159.26175	7.093	11946
4.15625	0	30	46.35457	24.70265	0	0	7	22.098	158.222	20.036	0	0	150.267	6.549	11373
4.166666667	0	30	44.35819	23.38772	0	0	7	22.084	151.107	19.243	0	0	144.3255	6.248	11968
4.177083333	0	30	42.57931	22.19802	0	0	7	20.405	145.026	18.381	0	0	137.859	5.974	11468
4.1875	0	30	40.00033	20.31607	0	0	7	20.104	139.618	17.747	0	0	133.10175	5.582	11771
4.197916667	0	30	40.38873	20.54218	0	0	7	21.425	136.669	17.566	0	0	131.745	5.628	12929
4.208333333	0	30	40.77713	20.71611	0	0	7	19.941	134.164	17.123	0	0	128.421	5.661	12195
4.21875	0	30	40.46641	20.7509	0	0	7	20.978	132.3	17.031	0	0	127.73175	5.635	13090
4.229166667	0	30	40.83539	20.66393	0	0	7	21.384	131.839	17.025	0	0	127.686	5.658	13414
4.239583333	0	30	40.46641	20.61175	0	0	7	21.334	131.623	16.995	0	0	127.464	5.622	13404
4.25	0	30	40.50525	20.54218	0	0	7	19.395	129.961	16.595	0	0	124.46325	5.607	12250
4.260416667	0	30	40.52467	20.43782	0	0	7	19.071	127.55	16.291	0	0	122.184	5.591	12275
4.270833333	0	30	40.31105	20.40303	0	0	7	17.832	124.803	15.848	0	0	118.86225	5.556	11669
4.28125	0	30	40.11685	20.15953	0	0	7	17.772	122.269	15.56	0	0	116.70075	5.511	11895
4.291666667	0	30	40.04693	20.02734	0	0	7	17.202	120.062	15.252	0	0	114.387	5.484	11705
4.302083333	0	30	40.34212	19.99951	0	0	7	17.11	118.181	15.032	0	0	112.74225	5.499	11843
4.3125	0	30	40.58293	20.10039	0	0	7	17.401	117.123	14.947	0	0	112.10325	5.525	12189
4.322916667	0	30	40.89365	20.40303	0	0	7	18.014	117.078	15.01	0	0	112.5765	5.578	12669
4.333333333	0	30	41.16553	20.82047	0	0	7	18.022	117.329	15.039	0	0	112.7925	5.637	12645
4.34375	0	30	41.86465	21.16834	0	0	7	17.762	117.236	15	0	0	112.4985	5.723	12456
4.354166667	0	30	42.42395	21.6136	0	0	7	18.878	117.989	15.207	0	0	114.0555	5.813	13219
4.364583333	0	30	43.94649	22.1354	0	0	7	19.877	119.896	15.53	0	0	116.47725	5.993	13732
4.375	0	30	48.77431	24.68178	0	0	7	24.76	122.58	16.371	0	0	122.78325	6.634	16832
4.385416667	0	30	59.88648	29.65625	0	0	7	26.381	130.619	17.444	0	0	130.833	8.008	16830
4.395833333	0	30	71.46084	34.24807	0	0	7	36.196	141.229	19.714	0	0	147.85425	9.427	21148
4.40625	0	30	80.00567	37.93544	0	0	7	47.503	156.861	22.707	0	0	170.30325	10.54	24560
4.416666667	0	30	94.90087	43.39692	0	0	7	51.263	174.185	25.05	0	0	187.8735	12.31	23953
4.427083333	0	30	105.7761	46.61468	0	0	7	60.942	189.186	27.792	0	0	208.44	13.57	25904
4.4375	0	30	115.2104	49.24802	0	0	7	71	205.435	30.715	0	0	230.3625	14.667	27488
4.447916667	0	30	120.011	49.99941	0	0	7	83.116	220.167	33.698	0	0	252.73575	15.223	29553
4.458333333	0	30	118.9701	49.24802	0	0	7	90.302	236.459	36.307	0	0	272.301	15.156	29829
4.46875	0	30	112.1109	45.74154	0	0	7	95.771	250.696	38.496	0	0	288.72225	14.36	29837
4.479166667	0	30	102.4553	40.85751	0	0	7	99.208	262.74	40.216	0	0	301.623	13.203	29558
4.489583333	0	30	94.81153	39.03469	0	0	7	89.707	275.54	40.583	0	0	304.3725	12.425	26139
4.5	0	30	88.37961	36.8501	0	0	7	85.816	278.545	40.485	0	0	303.6345	11.704	24930
4.510416667	0	30	81.2874	34.24807	0	0	7	85.375	277.172	40.283	0	0	302.1225	10.89	24925
4.520833333	0	30	75.7721	32.16088	0	0	7	81.315	276.669	39.776	0	0	298.32	10.241	23924
4.53125	0	30	70.37332	30.77985	0	0	7	80.833	275.914	39.639	0	0	297.2895	9.671	23857
4.541666667	0	30	68.27595	29.79539	0	0	7	70.347	275.316	38.407	0	0	288.0525	9.376	21088
4.552083333	0	30	67.03307	29.23881	0	0	7	82.325	268.8	39.014	0	0	292.60425	9.245	24802
4.5625	0	30	66.76507	28.52221	0	0	7	80.888	271.39	39.142	0	0	293.565	9.167	24220
4.572916667	0	30	67.07967	27.95867	0	0	7	75.764	272.215	38.664	0	0	289.98225	9.131	22794
4.583333333	0	30	68.08952	28.12564	0	0	7	72.17	269.913	38.009	0	0	285.069	9.209	21983
4.59375	0	30	68.72261	27.55166	0	0	7	62.359	266.215	36.508	0	0	273.8115	9.167	19441
4.604166667	0	30	68.31479	27.4647	0	0	7	54.794	256.252	34.561	0	0	259.20525	9.064	17806
4.614583333	0	30	65.16874	26.45589	0	0	7	72.177	248.267	35.605	0	0	267.03675	8.751	23695
4.625	0	30	61.64516	26.1776	0	0	7	66.375	252.284	35.407	0	0	265.5495	8.428	21662
4.635416667	0	30	59.76219	26.28891	0	0	7	61.046	250.866	34.657	0	0	259.92675	8.257	20152
4.645833333	0	30	58.94655	26.78984	0	0	7	63.359	247.038	34.489	0	0	258.6645	8.225	21161
4.65625	0	30	59.38933	27.29076	0	0	7	50.943	244.641	32.843	0	0	246.32025	8.252	17348
4.666666667	0	30	60.21274	27.12379	0	0	7	46.74	233.915	31.184	0	0	233.87925	8.255	16651
4.677083333	0	30	62.42662	27.42295	0	0	7	49.422	225.174	30.511	0	0	228.83025	8.443	18264
4.6875	0	30	65.86786	28.33436	0	0	7	48.31	220.667	29.886	0	0	224.14725	8.786	18220
4.697916667	0	30	65.61928	28.2787	0	0	7	48.844	218.229	29.675	0	0	222.561	8.754	18613
4.708333333	0	30	64.00353	27.7082	0	0	7	46.899	216.221	29.235	0	0	219.26625	8.559	18056
4.71875	0	30	59.54469	26.68548	0	0	7	45	213.231	28.692	0	0	215.19225	8.085	17578
4.729166667	0	30	58.34064	26.57068	0	0	7	43.38	208.481	27.985	0	0	209.8845	7.953	17335
4.739583333	0	30	57.33857	26.62286	0	0	7	43.586	205.818	27.712	0	0	207.837	7.865	17638
4.75	0	30	58.6902	27.4647	0	0	7	43.465	203.997	27.496	0	0	206.2185	8.041	17744
4.760416667	0	30	60.46908	28.33436	0	0	7	43.165	202.546	27.301	0	0	204.759	8.256	17747
4.770833333	0	30	63.25004	29.26664	0	0	7	42.858	201.278	27.126	0	0	203.4465	8.56	17733
4.78125	0	30	62.37225	30.63027	0	0	7	53.433	202.319	28.417	0	0	213.12675	8.64	21738
4.791666667	0	30	62.21689	30.58853	0	0	7	53.6	208.832	29.159	0	0	218.69325	8.647	21176
4.802083333	0	30	62.01492	28.16043	0	0	7	53.488	213.041	29.614	0	0	222.10725	8.442	20749
4.8125	0	30	66.41162	29.79539	0	0	7	55.415	216.105	30.169	0	0	226.26675	8.962	21158
4.822916667	0	30	67.18843	29.82322	0	0	7	46.963	218.076	29.449	0	0	220.866	9.007	17930
4.833333333	0	30	68.47015	30.30328	0	0	7	50.711	215.391	29.567	0	0	221.75175	9.157	19535
4.84375	0	30	71.88808	32.13305	0	0	7	59.968	217.135	30.789	0	0	230.919	9.633	22636
4.854166667	0	30	75.64392	33.77149	0	0	7	57.288	223.124	31.157	0	0	233.67675	10.094	21182
4.864583333	0	30	77.44222	34.30373	0	0	7	58.673	225.578	31.583	0	0	236.8755	10.302	21436
4.875	0	30	80.08335	35.63953	0	0	7	56.539	227.867	31.601	0	0	237.00525	10.634	20522
4.885416667	0	30	82.60408	36.06393	0	0	7	49.418	227.283	30.745	0	0	230.5845	10.852	18098
4.895833333	0	30	83.83531	35.93174	0	0	7	67.857	224.918	32.531	0	0	243.9795	11	24479
4.90625	0	30	84.21983	35.45168	0	0	7	64.348	233.527	33.097	0	0	248.229	11.01	22590
4.916666667	0	30	83.377	35.69519	0	0	7	62.34	236.813	33.239	0	0	249.294	10.964	21673
4.927083333	0	30	81.99584	35.62561	0	0	7	60.692	237.841	33.17	0	0	248.77725	10.841	21063
4.9375	0	30	80.14161	35.37863	0	0	7	47.264	236.091	31.484	0	0	236.12925	10.613	16683
4.947916667	0	30	77.75294	34.9438	0	0	7	68.171	229.785	33.106	0	0	248.2965	10.429	24122
4.958333333	0	30	75.6245	34.14371	0	0	7	62.917	237.117	33.337	0	0	250.02825	10.192	21831
4.96875	0	30	71.87255	32.70355	0	0	7	65.78	238.735	33.835	0	0	253.7625	9.775	22589
4.979166667	0	30	69.45669	31.46515	0	0	7	61.595	241.24	33.648	0	0	252.36225	9.464	21074
4.989583333	0	30	67.49915	30.68245	0	0	7	54.543	239.905	32.716	0	0	245.373	9.207	18895
5	0	30	63.63455	30.24762	0	0	7	37.29	182.89	24.464	0	0	183.483	8.59	16990
5.010416667	0	30	61.67313	30.21283	0	0	7	36.58	179.408	23.999	0	0	179.99025	8.409	16990
5.020833333	0	30	61.71973	31.04771	0	0	7	34.304	179.021	23.703	0	0	177.771	8.473	15964
5.03125	0	30	62.16018	31.67387	0	0	7	34.854	183.671	24.281	0	0	182.1045	8.58	15806
5.041666667	0	30	64.57526	33.15925	0	0	7	34.66	184.899	24.395	0	0	182.9655	8.909	15610
5.052083333	0	30	67.84871	35.11773	0	0	7	34.469	188.152	24.736	0	0	185.51775	9.355	15247
5.0625	0	30	72.14054	37.86587	0	0	7	34.307	190.381	24.965	0	0	187.23975	9.949	14989
5.072916667	0	30	72.47069	37.86587	0	0	7	31.841	180.665	23.612	0	0	177.0885	9.934	14647
5.083333333	0	30	69.7643	36.8501	0	0	7	29.861	174.364	22.692	0	0	170.18775	9.595	14212
5.09375	0	30	67.49915	36.47441	0	0	7	29.016	168.825	21.982	0	0	164.86725	9.353	14266
5.104166667	0	30	62.83833	34.38721	0	0	7	27.882	163.751	21.293	0	0	159.6945	8.769	14126
5.114583333	0	30	62.24019	34.67942	0	0	7	25.695	160.078	20.641	0	0	154.8105	8.723	13264
5.125	0	30	53.74197	32.06695	0	0	7	23.909	155.748	19.962	0	0	149.71425	7.776	12636
5.135416667	0	30	54.44886	29.89975	0	0	7	22.37	150.573	19.216	0	0	144.11925	7.631	12189
5.145833333	0	30	50.06769	27.06813	0	0	7	20.941	144.71	18.406	0	0	138.04275	7.005	11836
5.15625	0	30	46.35457	24.70265	0	0	7	19.656	139.567	17.691	0	0	132.6855	6.476	11481
5.166666667	0	30	44.35819	23.38772	0	0	7	19.359	133.632	16.999	0	0	127.4925	6.178	11851
5.177083333	0	30	42.57931	22.19802	0	0	7	18.227	128.829	16.339	0	0	122.54625	5.91	11540
5.1875	0	30	40.00033	20.31607	0	0	7	18.071	125.896	15.996	0	0	119.97225	5.528	11729
5.197916667	0	30	40.38873	20.54218	0	0	7	18.4	121.489	15.543	0	0	116.574	5.565	12450
5.208333333	0	30	40.77713	20.71611	0	0	7	17.522	119.664	15.243	0	0	114.32175	5.602	11994
5.21875	0	30	40.46641	20.7509	0	0	7	17.891	117.261	15.017	0	0	112.62675	5.572	12552
5.229166667	0	30	40.83539	20.66393	0	0	7	17.965	116.036	14.889	0	0	111.6675	5.591	12755
5.239583333	0	30	40.46641	20.61175	0	0	7	17.774	114.852	14.736	0	0	110.5215	5.552	12749
5.25	0	30	40.50525	20.54218	0	0	7	16.925	115.278	14.689	0	0	110.169	5.547	12030
5.260416667	0	30	40.52467	20.43782	0	0	7	16.968	115.427	14.71	0	0	110.32875	5.541	12046
5.270833333	0	30	40.31105	20.40303	0	0	7	16.352	114.447	14.533	0	0	108.999	5.515	11668
5.28125	0	30	40.11685	20.15953	0	0	7	16.355	113.252	14.401	0	0	108.006	5.474	11810
5.291666667	0	30	40.04693	20.02734	0	0	7	16.218	113.309	14.392	0	0	107.93925	5.457	11692
5.302083333	0	30	40.34212	19.99951	0	0	7	16.355	113.521	14.431	0	0	108.23025	5.481	11778
5.3125	0	30	40.58293	20.10039	0	0	7	16.453	112.357	14.312	0	0	107.3415	5.505	11994
5.322916667	0	30	40.89365	20.40303	0	0	7	16.707	111.58	14.254	0	0	106.90575	5.555	12294
5.333333333	0	30	41.16553	20.82047	0	0	7	16.64	111.253	14.21	0	0	106.57725	5.611	12280
5.34375	0	30	41.86465	21.16834	0	0	7	16.424	110.764	14.132	0	0	105.99	5.695	12162
5.354166667	0	30	42.42395	21.6136	0	0	7	17.109	111.424	14.281	0	0	107.1105	5.784	12640
5.364583333	0	30	43.94649	22.1354	0	0	7	17.496	111.346	14.316	0	0	107.3685	5.955	12962
5.375	0	30	48.77431	24.68178	0	0	7	19.589	109.312	14.322	0	0	107.41725	6.57	14903
5.385416667	0	30	59.88648	29.65625	0	0	7	20.275	113.141	14.824	0	0	111.18	7.926	14903
5.395833333	0	30	71.46084	34.24807	0	0	7	25.792	122.006	16.422	0	0	123.165	9.324	17608
5.40625	0	30	80.00567	37.93544	0	0	7	30.927	129.866	17.866	0	0	133.99425	10.388	19748
5.416666667	0	30	94.90087	43.39692	0	0	7	32.866	140.849	19.302	0	0	144.76275	12.13	19370
5.427083333	0	30	105.7761	46.61468	0	0	7	37.69	151.318	21.001	0	0	157.50675	13.357	20596
